"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2014"	"2014"	40	150464	26.6
	"Georgia"	"13"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2015"	"2015"	30	156633	19.2
	"Georgia"	"13"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2016"	"2016"	36	163125	22.1
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2000"	"2000"	37	219762	16.8
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2001"	"2001"	33	228834	14.4
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2002"	"2002"	50	239268	20.9
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2003"	"2003"	41	255455	16.0
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2004"	"2004"	39	267334	14.6
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2005"	"2005"	48	278649	17.2
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2006"	"2006"	32	288490	11.1
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2007"	"2007"	33	317500	10.4
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2008"	"2008"	53	332464	15.9
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2009"	"2009"	53	347794	15.2
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2010"	"2010"	52	360139	14.4
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2011"	"2011"	55	375753	14.6
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2012"	"2012"	56	368567	15.2
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2013"	"2013"	60	367453	16.3
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2014"	"2014"	78	371685	21.0
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2015"	"2015"	59	379126	15.6
	"Georgia"	"13"	"60-64 years "	"60-64"	"White"	"2106-3"	"2016"	"2016"	99	386251	25.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2000"	"2000"	25	48024	52.1
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2001"	"2001"	20	50402	39.7
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2002"	"2002"	22	52040	42.3
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2003"	"2003"	21	53899	39.0
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2004"	"2004"	20	55839	35.8
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2005"	"2005"	20	58831	34.0
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2006"	"2006"	20	63224	31.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2007"	"2007"	25	66753	37.5
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2008"	"2008"	25	71532	34.9
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2009"	"2009"	21	76130	27.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2010"	"2010"	28	79226	35.3
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2011"	"2011"	24	83951	28.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2012"	"2012"	17	91498	Unreliable
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2013"	"2013"	19	99471	Unreliable
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2014"	"2014"	36	108409	33.2
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2015"	"2015"	34	117281	29.0
	"Georgia"	"13"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2016"	"2016"	36	127396	28.3
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2000"	"2000"	64	184804	34.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2001"	"2001"	51	187872	27.1
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2002"	"2002"	56	190345	29.4
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2003"	"2003"	61	195261	31.2
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2004"	"2004"	52	200955	25.9
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2005"	"2005"	51	208107	24.5
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2006"	"2006"	50	219101	22.8
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2007"	"2007"	52	230012	22.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2008"	"2008"	50	246533	20.3
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2009"	"2009"	63	258918	24.3
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2010"	"2010"	71	267136	26.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2011"	"2011"	59	278631	21.2
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2012"	"2012"	66	305346	21.6
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2013"	"2013"	89	317915	28.0
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2014"	"2014"	85	330891	25.7
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2015"	"2015"	76	342372	22.2
	"Georgia"	"13"	"65-69 years"	"65-69"	"White"	"2106-3"	"2016"	"2016"	79	353470	22.3
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2000"	"2000"	32	38261	83.6
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2001"	"2001"	39	38688	100.8
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2002"	"2002"	30	39648	75.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2003"	"2003"	31	40783	76.0
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2004"	"2004"	36	42014	85.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2005"	"2005"	27	43470	62.1
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2006"	"2006"	20	46406	43.1
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2007"	"2007"	24	48235	49.8
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2008"	"2008"	34	49975	68.0
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2009"	"2009"	26	52289	49.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2010"	"2010"	33	54036	61.1
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2011"	"2011"	43	57572	74.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2012"	"2012"	19	60343	Unreliable
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2013"	"2013"	22	64681	34.0
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2014"	"2014"	34	69019	49.3
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2015"	"2015"	31	73073	42.4
	"Georgia"	"13"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2016"	"2016"	45	76833	58.6
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2000"	"2000"	101	158340	63.8
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2001"	"2001"	104	159147	65.3
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2002"	"2002"	95	160132	59.3
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2003"	"2003"	93	161247	57.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2004"	"2004"	86	161537	53.2
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2005"	"2005"	80	165928	48.2
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2006"	"2006"	78	171445	45.5
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2007"	"2007"	84	174746	48.1
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2008"	"2008"	92	180033	51.1
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2009"	"2009"	85	185929	45.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2010"	"2010"	87	190111	45.8
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2011"	"2011"	125	199313	62.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2012"	"2012"	68	210333	32.3
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2013"	"2013"	99	225668	43.9
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2014"	"2014"	97	237234	40.9
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2015"	"2015"	98	246746	39.7
	"Georgia"	"13"	"70-74 years"	"70-74"	"White"	"2106-3"	"2016"	"2016"	101	254395	39.7
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2000"	"2000"	40	28814	138.8
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2001"	"2001"	28	29726	94.2
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2002"	"2002"	46	29938	153.7
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2003"	"2003"	34	30438	111.7
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2004"	"2004"	37	30854	119.9
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2005"	"2005"	24	31968	75.1
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2006"	"2006"	37	32546	113.7
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2007"	"2007"	26	33553	77.5
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2008"	"2008"	29	34132	85.0
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2009"	"2009"	30	35713	84.0
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2010"	"2010"	25	36348	68.8
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2011"	"2011"	33	38837	85.0
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2012"	"2012"	44	39942	110.2
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2013"	"2013"	28	41750	67.1
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2014"	"2014"	33	44081	74.9
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2015"	"2015"	45	46756	96.2
	"Georgia"	"13"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2016"	"2016"	30	48977	61.3
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2000"	"2000"	194	127379	152.3
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2001"	"2001"	143	128470	111.3
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2002"	"2002"	188	129404	145.3
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2003"	"2003"	183	130529	140.2
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2004"	"2004"	149	131101	113.7
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2005"	"2005"	154	132674	116.1
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2006"	"2006"	140	135955	103.0
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2007"	"2007"	135	138072	97.8
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2008"	"2008"	141	139391	101.2
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2009"	"2009"	147	140018	105.0
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2010"	"2010"	111	142610	77.8
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2011"	"2011"	121	145990	82.9
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2012"	"2012"	136	149775	90.8
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2013"	"2013"	140	154576	90.6
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2014"	"2014"	131	161062	81.3
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2015"	"2015"	164	166199	98.7
	"Georgia"	"13"	"75-79 years"	"75-79"	"White"	"2106-3"	"2016"	"2016"	124	172697	71.8
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2000"	"2000"	48	19971	240.3
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2001"	"2001"	36	20576	175.0
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2002"	"2002"	63	20819	302.6
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2003"	"2003"	51	21057	242.2
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2004"	"2004"	47	21220	221.5
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2005"	"2005"	55	21228	259.1
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2006"	"2006"	40	22057	181.3
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2007"	"2007"	33	22391	147.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2008"	"2008"	37	22793	162.3
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2009"	"2009"	38	23651	160.7
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2010"	"2010"	46	24206	190.0
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2011"	"2011"	45	24665	182.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2012"	"2012"	34	25299	134.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2013"	"2013"	29	26125	111.0
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2014"	"2014"	28	27366	102.3
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2015"	"2015"	33	28701	115.0
	"Georgia"	"13"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	"2016"	"2016"	38	30074	126.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2000"	"2000"	279	83460	334.3
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2001"	"2001"	228	87257	261.3
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2002"	"2002"	292	90020	324.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2003"	"2003"	261	92267	282.9
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2004"	"2004"	225	94213	238.8
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2005"	"2005"	254	95841	265.0
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2006"	"2006"	245	98373	249.1
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2007"	"2007"	191	99700	191.6
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2008"	"2008"	200	101292	197.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2009"	"2009"	193	102373	188.5
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2010"	"2010"	202	102845	196.4
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2011"	"2011"	173	105129	164.6
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2012"	"2012"	201	106889	188.0
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2013"	"2013"	195	108250	180.1
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2014"	"2014"	154	109560	140.6
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2015"	"2015"	176	112265	156.8
	"Georgia"	"13"	"80-84 years"	"80-84"	"White"	"2106-3"	"2016"	"2016"	159	114295	139.1
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2000"	"2000"	54	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2001"	"2001"	53	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2002"	"2002"	53	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2003"	"2003"	46	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2004"	"2004"	38	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2005"	"2005"	42	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2006"	"2006"	33	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2007"	"2007"	46	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2008"	"2008"	30	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2009"	"2009"	40	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2010"	"2010"	40	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2011"	"2011"	39	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2012"	"2012"	30	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2013"	"2013"	29	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2014"	"2014"	26	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2015"	"2015"	34	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"Black or African American"	"2054-5"	"2016"	"2016"	28	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2000"	"2000"	294	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2001"	"2001"	264	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2002"	"2002"	315	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2003"	"2003"	267	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2004"	"2004"	266	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2005"	"2005"	264	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2006"	"2006"	245	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2007"	"2007"	223	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2008"	"2008"	249	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2009"	"2009"	211	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2010"	"2010"	221	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2011"	"2011"	217	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2012"	"2012"	217	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2013"	"2013"	212	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2014"	"2014"	203	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2015"	"2015"	198	Not Applicable	Not Applicable
	"Georgia"	"13"	"85-89 years"	"85-89"	"White"	"2106-3"	"2016"	"2016"	178	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2000"	"2000"	54	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2001"	"2001"	33	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2002"	"2002"	50	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2003"	"2003"	35	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2004"	"2004"	34	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2005"	"2005"	36	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2006"	"2006"	30	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2007"	"2007"	32	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2008"	"2008"	28	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2009"	"2009"	20	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2010"	"2010"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2011"	"2011"	20	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2012"	"2012"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2013"	"2013"	28	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2014"	"2014"	32	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2015"	"2015"	30	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"Black or African American"	"2054-5"	"2016"	"2016"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2000"	"2000"	221	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2001"	"2001"	174	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2002"	"2002"	218	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2003"	"2003"	213	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2004"	"2004"	206	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2005"	"2005"	186	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2006"	"2006"	170	Not Applicable	Not Applicable
	"Georgia"	"13"	"90-94 years"	"90-94"	"White"	"2106-3"	"2007"	"2007"	174	Not Applicable	Not Applicable
